구이름,동이름,공영민영개수총합계,공영민영면적총합계,공영개수,공영면수,민영개수,민영면수,노상총개수,노상총면수,노상시영개수,노상시영면수,노상구영개수,노상구영면수,노외총합개수,노외총합면수,노외시영개수,노외시영면수,노외구영개수,노외국영면수,노외민영개수,노외민영면수,건축물총개수,건축물총면적,일반주택개수,일반주택면적,공동주택개수,공동주택면적,일반건축물개수,일반건축물면적
강남구,역삼1동,3162,46901,10,1161,3152,45740,7,721,-,-,7,721,27,959,-,-,3,440,24,519,3128,45221,918,4301,604,6959,1606,33961
강남구,역삼2동,1464,32980,4,285,1460,32695,3,266,-,-,3,266,6,133,-,-,1,19,5,114,1455,32581,413,1885,378,13886,664,16810
강남구,도곡1동,458,13319,3,399,455,12920,2,196,-,-,2,196,2,216,-,-,1,203,1,13,454,12907,87,374,123,7704,244,4829
강남구,도곡2동,344,25404,2,231,342,25173,1,215,-,-,1,215,5,113,-,-,1,16,4,97,338,25076,39,121,47,12740,252,12215
강남구,개포1동,31,3332,2,218,29,3114,-,-,-,-,-,-,2,218,-,-,2,218,-,-,29,3114,3,3,20,1595,6,1516
강남구,개포4동,1025,7438,4,978,1021,6460,1,660,-,-,1,660,7,374,-,-,3,318,4,56,1017,6404,185,652,378,2604,454,3148
강남구,일원본동,132,11775,3,122,129,11653,1,44,-,-,1,44,3,158,2,78,-,-,1,80,128,11573,91,287,8,5586,29,5700
강남구,일원1동,913,5810,6,1086,907,4724,3,513,-,-,3,513,3,573,-,-,3,573,-,-,907,4724,620,1730,149,951,138,2043
강남구,수서동,116,8415,3,731,113,7684,1,71,-,-,1,71,2,660,2,660,-,-,-,-,113,7684,33,79,12,3156,68,4449
강남구,세곡동,725,21737,4,217,721,21520,2,7,-,-,2,7,5,308,-,-,2,210,3,98,718,21422,454,1115,136,14169,128,6138
강남구,압구정동,997,21948,5,739,992,21209,4,396,1,18,3,378,7,470,-,-,1,343,6,127,986,21082,24,58,157,11071,805,9953
강남구,청담동,1559,26910,7,1026,1552,25884,6,801,-,-,6,801,9,523,-,-,1,225,8,298,1544,25586,336,1206,309,11253,899,13127
강남구,대치2동,618,27402,11,1016,607,26386,8,615,1,39,7,576,10,711,1,180,2,221,7,310,600,26076,96,341,109,12394,395,13341
강남구,개포2동,207,15709,54,198,153,15511,53,53,-,-,53,53,2,182,-,-,1,145,1,37,152,15474,32,86,50,13158,70,2230
송파구,소계,22745,339227,547,16802,22198,322425,488,12253,1,28,487,12225,87,5693,3,911,56,3638,28,1144,22170,321281,7606,19788,8579,195897,5985,105596
송파구,풍납1동,1162,5641,50,1446,1112,4195,30,541,-,-,30,541,20,905,-,-,20,905,-,-,1112,4195,863,490,102,1980,147,1725
송파구,풍납2동,931,15038,41,1169,890,13869,29,551,-,-,29,551,12,618,-,-,12,618,-,-,890,13869,473,709,168,5345,249,7815
송파구,거여1동,753,4289,20,591,733,3698,19,590,-,-,19,590,1,1,-,-,1,1,-,-,733,3698,378,322,168,2398,187,978
송파구,거여2동,527,11775,17,487,510,11288,15,355,-,-,15,355,2,132,-,-,2,132,-,-,510,11288,304,235,98,9712,108,1341
송파구,마천1동,1420,6255,28,879,1392,5376,23,403,-,-,23,403,8,586,-,-,5,476,3,110,1389,5266,904,543,306,3615,179,1108
송파구,마천2동,1482,5296,30,1168,1452,4128,29,1026,-,-,29,1026,1,142,-,-,1,142,-,-,1452,4128,807,528,358,2705,287,895
송파구,방이1동,726,7152,23,725,703,6427,22,664,-,-,22,664,2,76,-,-,1,61,1,15,702,6412,122,266,308,4116,272,2030
송파구,방이2동,1609,14183,33,416,1576,13767,33,416,-,-,33,416,2,26,-,-,-,-,2,26,1574,13741,369,889,753,5678,452,7174
송파구,오륜동,82,7021,1,44,81,6977,1,44,-,-,1,44,1,22,-,-,-,-,1,22,80,6955,-,-,1,4453,79,2502
송파구,오금동,1483,16772,30,1921,1453,14851,30,1921,-,-,30,1921,1,14,-,-,-,-,1,14,1452,14837,368,707,610,10461,474,3669
송파구,송파1동,1657,11156,36,749,1621,10407,34,341,-,-,34,341,5,486,-,-,2,408,3,78,1618,10329,420,1022,843,6643,355,2664
송파구,송파2동,496,7959,11,289,485,7670,11,289,-,-,11,289,1,50,-,-,-,-,1,50,484,7620,126,229,204,6072,154,1319
송파구,석촌동,2248,14710,48,756,2200,13954,45,634,-,-,45,634,7,223,-,-,3,122,4,101,2196,13853,515,1353,1175,8549,506,3951
송파구,삼전동,1996,12320,33,610,1963,11710,31,412,-,-,31,412,5,253,-,-,2,198,3,55,1960,11655,436,1438,1179,7682,345,2535
송파구,가락본동,1084,14520,26,976,1058,13544,26,976,-,-,26,976,2,140,-,-,-,-,2,140,1056,13404,231,451,365,7037,460,5916
송파구,가락1동,60,15237,-,-,60,15237,-,-,-,-,-,-,1,29,-,-,-,-,1,29,59,15208,50,75,2,12847,7,2286
송파구,가락2동,1047,12780,28,913,1019,11867,28,913,-,-,28,913,1,16,-,-,-,-,1,16,1018,11851,247,477,441,9258,330,2116
송파구,문정1동,864,9330,21,934,843,8396,19,544,-,-,19,544,3,400,-,-,2,390,1,10,842,8386,190,390,361,6306,291,1690
송파구,문정2동,91,28046,2,36,89,28010,2,36,-,-,2,36,3,467,-,-,-,-,3,467,86,27543,5,8,2,5646,79,21889
송파구,잠실본동,1914,13187,39,659,1875,12528,39,659,-,-,39,659,-,-,-,-,-,-,-,-,1875,12528,512,1461,826,6467,537,4600
송파구,잠실4동,13,9925,-,-,13,9925,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,9925,-,-,1,9766,12,159
송파구,잠실6동,60,16454,6,690,54,15764,3,121,1,28,2,93,3,569,2,549,1,20,-,-,54,15764,2,-,9,6845,43,8919
송파구,잠실7동,93,1829,1,115,92,1714,-,-,-,-,-,-,1,115,-,-,1,115,-,-,92,1714,69,107,1,1379,22,228
송파구,잠실2동,28,23732,-,-,28,23732,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,23732,1,7712,2,15588,25,432
송파구,잠실3동,57,19193,3,50,54,19143,-,-,-,-,-,-,3,50,-,-,3,50,-,-,54,19143,-,-,4,13423,50,5720
송파구,장지동,813,27829,20,1179,793,26650,19,817,-,-,19,817,1,362,1,362,-,-,-,-,793,26650,197,342,285,15963,311,10345
송파구,위례동,49,7598,-,-,49,7598,-,-,-,-,-,-,1,11,-,-,-,-,1,11,48,7587,17,34,7,5963,24,1590
강동구,소계,15517,209959,39,10000,15478,199959,22,6980,-,-,22,6980,29,3407,3,1538,14,1482,12,387,15466,199572,7039,16011,3901,130687,4526,52874
강동구,명일1동,488,13614,2,512,486,13102,1,271,-,-,1,271,1,241,-,-,1,241,-,-,486,13102,162,500,119,9990,205,2612
강동구,명일2동,314,6628,4,150,310,6478,3,139,-,-,3,139,1,11,1,11,-,-,-,-,310,6478,174,512,37,5123,99,843
강동구,고덕1동,648,11848,1,284,647,11564,1,284,-,-,1,284,-,-,-,-,-,-,-,-,647,11564,529,963,62,9761,56,840
강동구,고덕2동,1028,11651,3,476,1025,11175,1,423,-,-,1,423,3,116,-,-,2,53,1,63,1024,11112,835,1203,52,8753,137,1156
강동구,암사2동,342,7056,1,166,341,6890,1,166,-,-,1,166,1,63,-,-,-,-,1,63,340,6827,112,268,82,4760,146,1799
강동구,암사3동,293,8124,1,186,292,7938,1,186,-,-,1,186,1,22,-,-,-,-,1,22,291,7916,161,384,63,6676,67,856
강동구,천호1동,1327,9974,3,649,1324,9325,1,434,-,-,1,434,4,265,-,-,2,215,2,50,1322,9275,675,1456,391,4151,256,3668
강동구,천호3동,1027,11090,3,664,1024,10426,1,294,-,-,1,294,3,385,-,-,2,370,1,15,1023,10411,267,606,182,7278,574,2527
강동구,성내1동,792,10876,1,695,791,10181,1,695,-,-,1,695,3,102,-,-,-,-,3,102,788,10079,148,498,281,3771,359,5810
강동구,성내2동,1278,7869,3,608,1275,7261,1,408,-,-,1,408,3,225,-,-,2,200,1,25,1274,7236,557,1272,273,2231,444,3733
강동구,성내3동,1241,10656,2,666,1239,9990,1,648,-,-,1,648,2,43,-,-,1,18,1,25,1238,9965,498,1478,462,3862,278,4625
강동구,둔촌1동,16,193,-,-,16,193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,193,3,1,-,-,13,192
강동구,둔촌2동,879,11512,1,438,878,11074,1,438,-,-,1,438,-,-,-,-,-,-,-,-,878,11074,321,869,241,6826,316,3379
강동구,암사1동,1807,11699,4,634,1803,11065,2,423,-,-,2,423,3,233,1,97,1,114,1,22,1802,11043,835,1579,602,4284,365,5180
강동구,천호2동,1673,16529,5,2557,1668,13972,2,946,-,-,2,946,3,1611,1,1430,2,181,-,-,1668,13972,738,1760,445,8244,485,3968
강동구,길동,1734,17661,1,825,1733,16836,1,825,-,-,1,825,-,-,-,-,-,-,-,-,1733,16836,714,2023,511,8305,508,6508
강동구,강일동,103,16089,3,226,100,15863,2,136,-,-,2,136,1,90,-,-,1,90,-,-,100,15863,2,28,21,13829,77,2006
강동구,상일1동,501,19552,1,264,500,19288,1,264,-,-,1,264,-,-,-,-,-,-,-,-,500,19288,308,611,71,15791,121,2886
강동구,상일2동,26,7338,-,-,26,7338,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,7338,-,-,6,7052,20,286
